batch,kernel_time,flops,utils,kernel_name
264,59.52,148.83,0.47702,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
268,59.68,150.68,0.48295,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
272,59.63,153.06,0.49058,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
276,59.89,154.63,0.49561,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
280,59.51,157.88,0.50603,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
284,59.89,159.12,0.51,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
288,59.56,162.25,0.52003,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
292,60.15,162.89,0.52208,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
296,59.87,165.89,0.5317,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
300,59.85,168.19,0.53907,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
304,59.9,170.29,0.5458,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
308,60.37,171.19,0.54869,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
312,60.19,173.93,0.55747,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
316,60.36,175.67,0.56304,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
320,60.21,178.33,0.57157,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
324,60.26,180.41,0.57824,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
328,60.1,183.13,0.58696,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
332,60.36,184.56,0.59154,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
336,60.66,185.86,0.59571,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
340,60.91,187.3,0.60032,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
344,60.84,189.72,0.60808,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
348,60.87,191.83,0.61484,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
352,60.66,194.71,0.62407,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
356,60.85,196.31,0.6292,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
360,61.08,197.77,0.63388,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
364,61.23,199.47,0.63933,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
368,61.1,202.1,0.64776,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
372,61.3,203.63,0.65266,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
376,61.2,206.15,0.66074,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
380,61.35,207.84,0.66615,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
384,61.36,209.99,0.67304,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
388,80.14,162.45,0.52067,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
392,80.17,164.07,0.52587,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
396,80.24,165.6,0.53077,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
400,80.33,167.08,0.53551,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
404,79.88,169.7,0.54391,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
408,80.29,170.51,0.54651,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
412,80.34,172.07,0.55151,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
416,80.54,173.31,0.55548,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
420,80.55,174.96,0.56077,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
424,80.59,176.54,0.56583,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
428,80.54,178.31,0.57151,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
432,80.83,179.33,0.57478,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
436,80.95,180.73,0.57926,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
440,80.85,182.61,0.58529,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
444,80.79,184.41,0.59106,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
448,80.97,185.65,0.59503,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
452,81.07,187.08,0.59962,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
456,81.11,188.64,0.60462,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
460,81.08,190.37,0.61016,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
464,81.15,191.86,0.61494,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
468,81.28,193.2,0.61923,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
472,81.38,194.61,0.62375,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
476,81.3,196.46,0.62968,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
480,81.75,197.02,0.63147,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
484,81.63,198.95,0.63766,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
488,81.71,200.4,0.64231,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
492,81.73,201.99,0.6474,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
496,81.89,203.24,0.65141,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
500,82.27,203.93,0.65362,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
504,81.88,206.54,0.66199,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
508,82.23,207.29,0.66439,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
512,82.46,208.34,0.66776,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
516,90.18,191.99,0.61535,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
520,83.94,207.87,0.66625,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
524,90.75,193.75,0.62099,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
528,84.01,210.89,0.67593,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
532,90.78,196.64,0.63026,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
536,84.25,213.47,0.6842,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
540,90.91,199.31,0.63881,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
544,84.33,216.45,0.69375,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
548,90.73,202.67,0.64958,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
552,84.33,219.64,0.70397,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
556,91.09,204.81,0.65644,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
560,84.58,222.16,0.71205,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
564,91.1,207.74,0.66583,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
568,84.81,224.72,0.72026,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
572,91.28,210.27,0.67394,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
576,85.02,227.33,0.72862,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
580,91.47,212.76,0.68192,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
584,92.15,212.65,0.68157,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
588,91.79,214.95,0.68894,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
592,91.7,216.62,0.69429,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
596,91.78,217.9,0.6984,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
600,92.24,218.26,0.69955,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
604,92.34,219.48,0.70346,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
608,92.43,220.72,0.70744,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
612,92.31,222.46,0.71301,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
616,92.52,223.41,0.71606,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
620,92.11,225.86,0.72391,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8::Params)
624,92.44,226.5,0.72596,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8::Params)
628,92.36,228.15,0.73125,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8::Params)
632,92.52,229.21,0.73465,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8::Params)
636,92.43,230.88,0.74,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8::Params)
640,92.68,231.71,0.74266,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8::Params)
644,105.34,205.14,0.6575,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
648,105.05,206.98,0.6634,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
652,105.24,207.88,0.66628,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
656,104.91,209.82,0.6725,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
660,105.34,210.23,0.67381,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
664,105.52,211.15,0.67676,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
668,105.68,212.1,0.67981,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
672,104.96,214.83,0.68856,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
676,104.97,216.09,0.6926,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
680,105.55,216.17,0.69285,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
684,105.27,218.02,0.69878,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
688,105.67,218.47,0.70022,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
692,105.48,220.13,0.70554,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
696,105.06,222.29,0.71247,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
700,105.67,222.28,0.71244,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
704,106.01,222.83,0.7142,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
708,105.75,224.65,0.72003,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
